lemma,frequency_band
組み立てライン,outside-10k
くみたてライン,outside-10k
組太鼓,outside-10k
くみだいこ,outside-10k
汲み出す,outside-10k
くみだす,outside-10k
くみちょう,outside-10k
組み付く,outside-10k
くみつく,outside-10k
組み付け,outside-10k
くみつけ,outside-10k
組み付ける,outside-10k
くみつける,outside-10k
組み手,outside-10k
くみて,outside-10k
組み天井,outside-10k
くみてんじょう,outside-10k
汲み取り,outside-10k
くみとり,outside-10k
汲み取り口,outside-10k
くみとりぐち,outside-10k
汲み取り式便所,outside-10k
くみとりしきべんじょ,outside-10k
汲み取り便所,outside-10k
くみとりべんじょ,outside-10k
汲み取り屋,outside-10k
くみとりや,outside-10k
くみとり便所,outside-10k
くみとり口,outside-10k
汲み取る,outside-10k
くみとる,outside-10k
組み直す,outside-10k
くみなおす,outside-10k
組になる,outside-10k
くみになる,outside-10k
組版,outside-10k
くみはん,outside-10k
組紐,outside-10k
くみひも,outside-10k
組み伏せる,outside-10k
くみふせる,outside-10k
組札,outside-10k
くみふだ,outside-10k
汲み干す,outside-10k
くみほす,outside-10k
組文字,outside-10k
くみもじ,outside-10k
組み戻し,outside-10k
くみもどし,outside-10k
組み物,outside-10k
くみもの,outside-10k
組屋敷,outside-10k
くみやしき,outside-10k
組み分け,outside-10k
くみわけ,outside-10k
汲み分ける,outside-10k
くみわける,outside-10k
組み分ける,outside-10k
組を作る,outside-10k
くみをつくる,outside-10k
くみん,outside-10k
区民館,outside-10k
くみんかん,outside-10k
区民税,outside-10k
くみんぜい,outside-10k
苦味チンキ,outside-10k
くみチンキ,outside-10k
くみ上げる,outside-10k
くみ出す,outside-10k
くみ分け,outside-10k
くみ取り,outside-10k
くみ取り便所,outside-10k
くみ取り口,outside-10k
くみ取る,outside-10k
くみ取口,outside-10k
くみ置き,outside-10k
くみ込む,outside-10k
酌む,outside-10k
区名,outside-10k
くめい,outside-10k
苦茗,outside-10k
苦鳴,outside-10k
久米歌,outside-10k
くめうた,outside-10k
くめん,outside-10k
雲合い,outside-10k
くもあい,outside-10k
くもあし,outside-10k
雲居,outside-10k
くもい,outside-10k
くもかすみ,outside-10k
クモ貝,outside-10k
くもがい,outside-10k
クモ学,outside-10k
くもがく,outside-10k
雲学,outside-10k
雲隠れ,outside-10k
くもがくれ,outside-10k
くもがた,outside-10k
くもがたじょうぎ,outside-10k
クモ形類,outside-10k
くもがたるい,outside-10k
くも合戦,outside-10k
くもがっせん,outside-10k
クモ恐怖症,outside-10k
くもきょうふしょう,outside-10k
くもきり,outside-10k
雲切れ,outside-10k
くもぎれ,outside-10k
雲子,outside-10k
くもこ,outside-10k
蜘蛛猿,outside-10k
くもざる,outside-10k
雲助,outside-10k
くもすけ,outside-10k
雲助運転手,outside-10k
くもすけうんてんしゅ,outside-10k
雲助根性,outside-10k
くもすけこんじょう,outside-10k
供餅,outside-10k
くもち,outside-10k
くもつ,outside-10k
雲突く,outside-10k
くもつく,outside-10k
供物台,outside-10k
くもつだい,outside-10k
くもつぶ,outside-10k
苦もなく,outside-10k
くもなく,outside-10k
クモの糸,outside-10k
くものいと,outside-10k
蜘蛛の糸,outside-10k
くものうえ,outside-10k
雲の上の存在,outside-10k
くものうえのそんざい,outside-10k
雲の海,outside-10k
くものうみ,outside-10k
蜘蛛の子,outside-10k
くものこ,outside-10k
蜘蛛の子を散らす,outside-10k
くものこをちらす,outside-10k
蜘蛛の巣,outside-10k
くものす,outside-10k
蜘蛛の巣黴,outside-10k
くものすかび,outside-10k
蜘蛛の巣理論,outside-10k
くものすりろん,outside-10k
雲の峰,outside-10k
くものみね,outside-10k
くもの巣,outside-10k
くもの巣理論,outside-10k
くもの糸,outside-10k
雲鯊,outside-10k
くもはぜ,outside-10k
雲ひとつない,outside-10k
くもひとつない,outside-10k
蜘蛛海星,outside-10k
くもひとで,outside-10k
雲物理学,outside-10k
くもぶつりがく,outside-10k
雲間,outside-10k
くもま,outside-10k
くも膜,outside-10k
くもまく,outside-10k
くも膜下腔,outside-10k
くもまくかくう,outside-10k
くも膜下出血,outside-10k
くもまくかしゅっけつ,outside-10k
くもまっかしゅっけつ,outside-10k
くもみず,outside-10k
くもゆき,outside-10k
雲行きが怪しい,outside-10k
くもゆきがあやしい,outside-10k
曇らす,outside-10k
くもらす,outside-10k
曇らせる,outside-10k
くもらせる,outside-10k
蜘蛛蘭,outside-10k
くもらん,outside-10k
曇りがち,outside-10k
くもりがち,outside-10k
曇り声,outside-10k
くもりごえ,outside-10k
くもりぞら,outside-10k
曇度,outside-10k
くもりど,outside-10k
曇りガラス,outside-10k
くもりガラス,outside-10k
曇る,outside-10k
くもる,outside-10k
クモ類,outside-10k
くもるい,outside-10k
雲を霞と,outside-10k
くもをかすみと,outside-10k
雲をつかむ,outside-10k
くもをつかむ,outside-10k
雲をつかむよう,outside-10k
くもをつかむよう,outside-10k
くもん,outside-10k
公文式,outside-10k
くもんしき,outside-10k
公文所,outside-10k
くもんじょ,outside-10k
くも助,outside-10k
くも貝,outside-10k
くやく,outside-10k
苦厄,outside-10k
苦薬,outside-10k
くやくしょ,outside-10k
悔しがる,outside-10k
くやしがる,outside-10k
悔しさ,outside-10k
くやしさ,outside-10k
悔し泣き,outside-10k
くやしなき,outside-10k
悔し涙,outside-10k
くやしなみだ,outside-10k
悔し紛れ,outside-10k
くやしまぎれ,outside-10k
悔しん坊,outside-10k
くやしんぼう,outside-10k
くやしーい,outside-10k
くやし涙,outside-10k
悔やみ,outside-10k
くやみ,outside-10k
悔やみ事,outside-10k
くやみごと,outside-10k
悔やみ状,outside-10k
くやみじょう,outside-10k
くやみ事,outside-10k
くやむ,outside-10k
悔ゆ,outside-10k
くゆ,outside-10k
燻らす,outside-10k
くゆらす,outside-10k
九曜,outside-10k
くよう,outside-10k
九曜星,outside-10k
くようせい,outside-10k
供養塚,outside-10k
くようづか,outside-10k
公羊伝,outside-10k
くようでん,outside-10k
供養塔,outside-10k
くようとう,outside-10k
暗い過去,outside-10k
くらいかこ,outside-10k
位が昇る,outside-10k
くらいがのぼる,outside-10k
暗い気持ちになる,outside-10k
くらいきもちになる,outside-10k
食らい込む,outside-10k
くらいこむ,outside-10k
位人臣を極める,outside-10k
くらいじんしんをきわめる,outside-10k
位する,outside-10k
くらいする,outside-10k
位倒れ,outside-10k
くらいだおれ,outside-10k
食らいつく,outside-10k
くらいつく,outside-10k
位付け,outside-10k
くらいづけ,outside-10k
位取り,outside-10k
くらいどり,outside-10k
位取り表記法,outside-10k
くらいどりひょうきほう,outside-10k
位取り表現,outside-10k
くらいどりひょうげん,outside-10k
位取り表現法,outside-10k
くらいどりひょうげんほう,outside-10k
位取る,outside-10k
くらいどる,outside-10k
くらいなら,outside-10k
位の高い,outside-10k
くらいのたかい,outside-10k
くらいのもの,outside-10k
位負け,outside-10k
くらいまけ,outside-10k
蔵入り,outside-10k
くらいり,outside-10k
蔵入れ,outside-10k
くらいれ,outside-10k
位を与える,outside-10k
くらいをあたえる,outside-10k
くらう,outside-10k
鞍掛海豹,outside-10k
くらかけあざらし,outside-10k
鞍掛紋殻,outside-10k
くらかけもんがら,outside-10k
鞍替え,outside-10k
くらがえ,outside-10k
くらがり,outside-10k
暗がりから牛を引き出す,outside-10k
くらがりからうしをひきだす,outside-10k
冥き途,outside-10k
くらきみち,outside-10k
くらく,outside-10k
苦楽を共にする,outside-10k
くらくをともにする,outside-10k
水母,outside-10k
くらげ,outside-10k
水母の骨,outside-10k
くらげのほね,outside-10k
暗さ,outside-10k
くらさ,outside-10k
蔵ざらえ,outside-10k
くらざらえ,outside-10k
暮らし方,outside-10k
くらしかた,outside-10k
くらしき,outside-10k
倉敷芸術科学大学,outside-10k
くらしきげいじゅつかがくだいがく,outside-10k
くらしき作陽大学,outside-10k
くらしきさくようだいがく,outside-10k
倉敷料,outside-10k
くらしきりょう,outside-10k
鞍下,outside-10k
くらした,outside-10k
暮らしに響く,outside-10k
くらしにひびく,outside-10k
暮らし始める,outside-10k
くらしはじめる,outside-10k
暮らし振り,outside-10k
くらしぶり,outside-10k
暮らし向き,outside-10k
くらしむき,outside-10k
暮らしを立てる,outside-10k
くらしをたてる,outside-10k
くらしハウス,outside-10k
鞍尻,outside-10k
くらじり,outside-10k
くらす,outside-10k
くら寿司,outside-10k
くらずし,outside-10k
鞍ずれ,outside-10k
くらずれ,outside-10k
蔵出し,outside-10k
くらだし,outside-10k
クラッと,outside-10k
くらっと,outside-10k
蔵造り,outside-10k
くらづくり,outside-10k
倉荷,outside-10k
くらに,outside-10k
倉主,outside-10k
くらぬし,outside-10k
蔵払い,outside-10k
くらばらい,outside-10k
くらびと,outside-10k
蔵開き,outside-10k
くらびらき,outside-10k
競べ馬,outside-10k
くらべうま,outside-10k
くらべもの,outside-10k
比べ物にならない,outside-10k
くらべものにならない,outside-10k
くらべ馬,outside-10k
くらぼね,outside-10k
蔵米,outside-10k
くらまい,outside-10k
晦ます,outside-10k
くらます,outside-10k
眩ます,outside-10k
鞍馬天狗,outside-10k
くらまてんぐ,outside-10k
眩む,outside-10k
くらむ,outside-10k
くらもと,outside-10k
暗者,outside-10k
くらもの,outside-10k
暗者女,outside-10k
くらものおんな,outside-10k
暗屋,outside-10k
くらや,outside-10k
蔵屋敷,outside-10k
くらやしき,outside-10k
くらやみ,outside-10k
苦参,outside-10k
くらら,outside-10k
くらり,outside-10k
食らわす,outside-10k
くらわす,outside-10k
食らわせる,outside-10k
くらわせる,outside-10k
倉渡し,outside-10k
くらわたし,outside-10k
くらんど,outside-10k
くら替え,outside-10k
刳り,outside-10k
庫裏,outside-10k
繰り上がり,outside-10k
くりあがり,outside-10k
繰り上がる,outside-10k
くりあがる,outside-10k
くりあげ,outside-10k
繰り上げ当選,outside-10k
くりあげとうせん,outside-10k
繰り上げる,outside-10k
くりあげる,outside-10k
繰り合わす,outside-10k
くりあわす,outside-10k
繰り合わせる,outside-10k
くりあわせる,outside-10k
栗あん,outside-10k
くりあん,outside-10k
栗石,outside-10k
くりいし,outside-10k
繰糸,outside-10k
くりいと,outside-10k
繰入,outside-10k
くりいれ,outside-10k
繰り入れ金,outside-10k
くりいれきん,outside-10k
繰り入れる,outside-10k
くりいれる,outside-10k
栗色,outside-10k
くりいろ,outside-10k
涅色,outside-10k
栗色小鴨,outside-10k
くりいろこがも,outside-10k
栗梅,outside-10k
くりうめ,outside-10k
繰返し演算,outside-10k
くりかえしえんざん,outside-10k
繰り返し記号,outside-10k
くりかえしきごう,outside-10k
繰り返し符号,outside-10k
くりかえしふごう,outside-10k
繰り返しゲーム,outside-10k
くりかえしゲーム,outside-10k
繰り替える,outside-10k
くりかえる,outside-10k
繰形,outside-10k
くりかた,outside-10k
倶利迦羅,outside-10k
くりから,outside-10k
倶利迦羅紋紋,outside-10k
くりからもんもん,outside-10k
倶利迦羅竜王,outside-10k
くりからりゅうおう,outside-10k
栗皮茶,outside-10k
くりかわちゃ,outside-10k
くりがた,outside-10k
功力,outside-10k
くりき,outside-10k
栗きんとん,outside-10k
くりきんとん,outside-10k
くりくり,outside-10k
栗毛,outside-10k
くりげ,outside-10k
くりこし,outside-10k
繰越金,outside-10k
くりこしきん,outside-10k
繰り越す,outside-10k
くりこす,outside-10k
繰り込み,outside-10k
くりこみ,outside-10k
繰り込み群,outside-10k
くりこみぐん,outside-10k
繰り込み理論,outside-10k
くりこみりろん,outside-10k
繰り込む,outside-10k
くりこむ,outside-10k
繰り言,outside-10k
くりごと,outside-10k
栗ご飯,outside-10k
くりごはん,outside-10k
くり下がる,outside-10k
くりさがる,outside-10k
